Page;Address;Rooms;Size;Price;Description;Weblink;Latitude;Longitude
1;Nüsatzstrasse 11, 8248 Laufen-Uhwiesen;3.5;93.0;850000.0;Im schönen Zürcher-Weinland, in unmittelbarer Nachbarschaft zum Rheinfall und im Einzugsgebiet der historischen Stadt Schaffhausen, erstellen wir an der Nüsatzstrasse 11 in Laufen-Uhwiesen ein Mehrfamilienhaus mit 8 Eigentumswohnungen im Minergie-Standard. Sämtliche Wohnungen sind modern und grosszügig konzipiert. Die grossen Fenster lassen viel Tageslicht in alle Wohnungen. Das Wohnungsangebot umfasst: 2 x 4.5-Zimmer-Gartenwohnungen 1 x 3.5-Zimmer-Gartenwohnung 2 x 4.5-Zimmer-Obergeschosswohnungen 1 x 3.5-Zimmer-Obergeschosswohnung 2 x 4.5-Zimmer-Attikawohnungen 3 x Werkräume Tiefgaragenplätze stehen selbstverständlich zum Verkauf. P+Rail Parkieren beim Bahnhof Schaffhausen und reisen Sie stressfrei zum Arbeitsplatz nach Zürich: schnellste Verbindung ca. 39 Minuten nach Winterthur: schnellste Verbindung ca. 35 Minuten Geniessen Sie die Lebensqualität auf dem Land. Dank guten öffentlichen/verkehrstechnischen Anbindungen können Sie trotzdem das pulsierende Stadtleben auskosten. Mit dem Bus erreichen Sie den Bahnhof Schaffhausen in ca. 19 Minuten. Einkäufe lassen sich bequem im Dorf: Volg, Hofladen und der Metzgerei erledigen. Der Kindergarten, wie auch die Primar-/Sekundarschule können im Ort besucht werden und sind in kurzer Gehdistanz erreichbar. Die Gemeinde Laufen-Uhwiesen mit den Dorfteilen Uhwiesen, Nohl und Laufen liegt an der Nationalstrasse A4 Winterthur-Schaffhausen. Fahrzeit nach Winterthur mit dem Auto ca. 25 Minuten. Interessiert? Wir freuen uns über Ihren Anruf und stellen Ihnen gerne die umfassende Verkaufsdokumentation zu oder vereinbaren Sie gleich einen Besprechungstermin bei uns im Büro. Zudem können die Wohnungen im Rohbau besichtigt werden.;https://www.immoscout24.ch/kaufen/4001029159;47.66926193237305;8.639041900634766
1;Pfannenstielstrasse 112, 8706 Meilen;4.5;114.0;2100000.0;Willkommen an der Pfannenstielstrasse 112! Hier entstehen an guter, sonniger und ruhiger Wohnlage auf Frühjahr 2026 sieben individuelle Eigentumswohnungen.Das sorgfältig gestaltete Projekt ist siegreich aus einem Architekturwettbewerb hervorgegangen und überzeugt mit guten Wohnungsgrundrissen, schönen Materialien und geschickter Setzung der Häuser, die Durch- und Weitblicke und sogar Seesicht ermöglicht. Der Umgebungsgestaltung wurde viel Wert beigemessen, sodass sich die drei Häuser in eine üppig begrünte Umgebung einbetten.Via die Projektwebsite www.neuwiesen-meilen.ch erfahren Sie die Details zum Projekt.Wir freuen uns auf Ihre Kontaktaufnahme für eine Vorstellung des Bauvorhabens.;https://www.immoscout24.ch/kaufen/4001110551;47.270843505859375;8.653909683227539
1;Im Eichbühl 54, 8405 Winterthur;5.5;136.0;1990000.0;An südöstlich privilegierter Hanglage von Winterthur, im beliebten Stadtteil Seen, entsteht das Projekt «PANORAMA». Drei Reiheneinfamilienhäuser mit je 5.5 Zimmer und einer fantastische Weitsicht bis zur Innenstadt und in die Alpen.Schule, Einkauf wie auch der S-Bahnhof Winterthur-Seen sind in wenigen Gehminuten erreichbar. Die Lage der Häuser ist einmalig. Exklusive Fernsicht, eine gehobener Wohnlage, nachhaltiger Hybridbau. ökologische Bauweise und noch viel mehr bieten Ihnen diese Traumhäuser in Oberseen. Im Preis inbegriffen ist der Carport.Interessiert? Frau Schuler, Telefon 052 224 00 43 gibt Ihnen gerne Auskunft.;https://www.immoscout24.ch/kaufen/4001043871;47.48574447631836;8.77344799041748
1;Lagerhausweg 5, 8424 Embrach;4.5;120.0;1294000.0;Wir realisieren an zentraler Lage in Embrach ein MFH mit total 11 Eigentumswohnungen.Wir denken an die Minergie mit: • Minergie Standard • Luft-Wasser-Wärmepumpe • Photovoltaik PP in Garage (pro PP Fr. 37?500) mit Flachband und Management System für E-Mobility ausgestattet.Wenn Sie bereits selbständig einen Augenschein vor Ort genommen haben und die Finanzierung geklärt ist, laden wir Sie gerne zu einem persönlichen Infotermin nach Winterthur ein.Haben wir Ihr Interesse geweckt? - Dann freuen wir uns auf Ihre Kontaktnahme!Mabag AGFür das beste Zuhause!;https://www.immoscout24.ch/kaufen/4001088187;47.50059127807617;8.597563743591309
1;Rieterstrasse 102, 8002 Zürich;1.5;44.0;980000.0;An äusserst attraktiver Wohnlage im Zürcher Enge-Quartier, in unmittelbarer Nähe zum See, verkaufen wir fünf moderne, elegante und ruhige Stadtwohnungen mit 1 1/2, 4 1/2- und 5 1/2-Zimmern.Das beeindruckende Gebäude entsteht an der verkehrsberuhigten Rieterstrasse. Mit dem öffentlichen Verkehr ist man in nur zehn Minuten am Hauptbahnhof Zürich. Einkaufsmöglichkeiten, Kindergarten, Schulen, öffentlicher Verkehr sowie die Bahnhöfe Enge und Wollishofen liegen in unmittelbarer Nähe.In Gehdistanz, auf idyllischen Quartierwegen zu erreichen, liegen das Einkaufszentrum Sihlcity, der Belvoirpark mit Seeanstoss, das Strandbad Mythenquai, die Landiwiese sowie das Arboretum am Zürcher Seeufer wie auch das Naherholungsgebiet Brunau am Fusse des Üetlibergs.Schlichte Architektur trifft auf geschmackvollen Innenausbau mit geschickter Raumeinteilung und hochwertigen Materialien: Eichen-Parkett in Wohn- und Schlafräumen, exklusive Küche, stilvolles Badezimmer, Waschmaschine/Tumbler in Réduit etc.Die Liegenschaft verfügt über eine energiesparende Erdsonden-Wärmepumpenheizung mit Free-Cooling-Funktion im Sommer. Zudem wird mittels Photovoltaikanlage eigener Strom für die Liegenschaft produziert. Auf Wunsch kann pro Wohnung ein Garagenplatz dazu gekauft werden.Der Baubeginn erfolgt im Dezember 2023, Bezug ist im Frühjahr 2026.Bei Interesse stehen wir Ihnen für weitere Informationen gerne zur Verfügung.;https://www.immoscout24.ch/kaufen/4000707683;47.353458404541016;8.526158332824707
2;Lagerhausweg 5, 8424 Embrach;4.5;97.0;1027000.0;Wir realisieren an zentraler Lage in Embrach ein MFH mit total 11 Einheiten im Eigentum. Im ersten Stock entsteht eine moderne Zahnarztpraxis.Wir denken an die Energie mit: • Minergie Standard • Luft-Wasser-Wärmepumpe • Photovoltaik PP in Garage (pro PP Fr. 37?500) mit Flachband und Management System für E-Mobility ausgestattet.Wenn Sie bereits selbständig einen Augenschein vor Ort genommen haben und die Finanzierung geklärt ist, laden wir Sie gerne zu einem persönlichen Infotermin nach Winterthur ein.Haben wir Ihr Interesse geweckt? - Dann freuen wir uns auf Ihre Kontaktnahme!Mabag AGFür das beste Zuhause!;https://www.immoscout24.ch/kaufen/4001088190;47.50059127807617;8.597563743591309
2;Tösstalstrasse 375a, 8482 Winterthur;4.5;115.0;1055000.0;Hier im Quartier Winterthur-Sennhof verabschiedet sich die Hektik der Stadt, um die Ruhe und frische Luft des Tösstals zu begrüssen. Bei diesen attraktiven Verkaufspreisen darf auch das Portemonnaie aufatmen.In unmittelbarer Nähe zum Bahnhof Sennhof-Kyburg entstehen 21 energieeffiziente 2.5- bis 5.5-Zimmerwohnungen im Minergiestandard mit Anschluss an das bewährte, lokale Fernwärmesystem, Photovoltaik-Anlage und begehrter 3-Stufen Komfortlüftung.Sämtliche Wohnungsgrundrisse, Visualisierungen, den Baubeschrieb sowie einen interaktiven 360 Grad Wohnungsrundgang finden Sie auf der Projektwebseite.Lassen Sie sich inspirieren unter www.altepost-sennhof.ch.;https://www.immoscout24.ch/kaufen/4000762182;47.46569061279297;8.759769439697266
2;Aentenschnabel, 8353 Elgg;4.5;108.0;960000.0;Wir realisieren in einer 1. Etappe 69 Eigentumswohnungen für Sie, davon im Haus 10-18 • 15 x 4.5-Zimmer Maisonette Wohnungen • 1 x 5.5-Zimmer Maisonette Wohnung Für weitere Infos werfen Sie bitte direkt einen Blick auf die Objektwebsite unter:www.aentenschnabel.chHaben wir Ihr Interesse geweckt? - Dann freuen wir uns auf Ihre Kontaktnahme!L+B AG, HGVFür das beste Zuhause!;https://www.immoscout24.ch/kaufen/4001043791;47.49894714355469;8.862951278686523
2;Wigarteweg 3, 8915 Hausen am Albis;5.5;150.0;1760000.0;Am Wigarteweg lässt es sich entspannt wohlfühlen: die vier projektierten Wohnhäuser liegen nahe beim Dorfkern von Hausen mit dem Restaurant Löwen und einem historischen Riegelbau. Gegen Osten begrenzen der Wigarteweg und dahinter der Hauserberg das Grundstück, im Westen stehen Einfamilienhaus-Bauten.Wohnen * Mitten im Dorf und am Puls der NaturRaumaufteilung 5.5 Etagenwohnung 3.2 • Wohnen/Essen/Kochen 53 m² • 3 Schlafzimmer • Elternschlafzimmer mit En Suite Dusche/WC • Badzimmer • Gäste-WC • Wintergarten 12 m² • 2 Balkone 11 m² und 7 m² • Keller/Waschen 19 m² Diverses: • Individuell möblierbare Grundrisse • Grosszügige Zimmer und Aussenräume • Offene Wohnküche • Separate Waschküche • Gehobener Ausbaustandard • Hochwertige Geräte • Parkplätze in Einstellhalle ab CHF 38'000.00 • Motorradplatz CHF 8'000.00 • Baustart Juni 2024/Bezug ab Winter 2025 Haben Sie Fragen oder wünschen Sie einen Besprechungstermin vor Ort? Dann freut sich unser Verkaufsteam auf Ihre Kontaktaufnahme.;https://www.immoscout24.ch/kaufen/4001109445;47.24574279785156;8.533313751220703
2;Fehraltorferstrasse 9, 8615 Wermatswil;3.5;86.0;1090000.0;"Landwohnen in Stadtnähe: Neubauwohnungen im Herzen des DorfesWermatswil ist ein Dorf mit Herz. Und mitten in seinem Herzen entsteht unter dem Namen ""Puurehuus"" ein Neubau mit neun Wohnungen für ein modernes Landleben am Rand der Stadt. Sein Äusseres mit Holzfassade und Lukarnen im Giebeldach ist von der historischen Architektur des benachbarten ehemaligen Landgasthofs inspiriert, der komplett saniert und zu Wohnraum umgenutzt wird.Die Wohnungen selbst heissen Sie mit 3.5 bis 6.5 Zimmern auf grosszügigen Wohnflächen von 86 bis 195 m² herzlich willkommen. Ob Single, Paar oder Familie; ob Gartenwohnung, Maisonette oder Dachwohnung mit riesiger Loggia: Das Puurehuus bietet für jeden den passenden Lebensraum. Jede Einheit punktet mit einem geschickt konzipierten Grundriss, geräumigen Zimmern, zwei Bädern und einem privaten Aussenbereich. Für den Ausbau sind Materialien und Geräte hoher Qualität vorgesehen, bei deren Auswahl Sie als Käufer mitbestimmen können.Ein Lift verbindet barrierefrei die Etagen des Neubaus mit der Einstellhalle, wo ausreichend Parkplätze eingeplant sind. Die beiden Gebäude des Puurehuus und ihr wie ein Dorfplatz gestalteter Gemeinschaftsgarten bereichern den Ortskern von Wermatswil. Hier herrscht Tempo 30, der Bus hält praktisch vor der Haustüre und die Wege zu Hofladen, Kindergarten und Schule, zu Feldern, Wiesen und Wäldern sind kurz.Entdecken Sie das Neubauprojekt mit Herz in Wermatswil ? wir stellen Ihnen die einzelnen Wohnungen gerne persönlich vor.";https://www.immoscout24.ch/kaufen/4001009661;47.363037109375;8.74410343170166
2;Pfannenstielstrasse 112, 8706 Meilen;3.5;95.0;1850000.0;Willkommen an der Pfannenstielstrasse 112! Hier entstehen an guter, sonniger und ruhiger Wohnlage auf Frühjahr 2026 sieben individuelle Eigentumswohnungen.Das sorgfältig gestaltete Projekt ist siegreich aus einem Architekturwettbewerb hervorgegangen und überzeugt mit guten Wohnungsgrundrissen, schönen Materialien und geschickter Setzung der Häuser, die Durch- und Weitblicke und sogar Seesicht ermöglicht. Der Umgebungsgestaltung wurde viel Wert beigemessen, sodass sich die drei Häuser in eine üppig begrünte Umgebung einbetten.Via die Projektwebsite www.neuwiesen-meilen.ch erfahren Sie die Details zum Projekt. Wir freuen uns auf Ihre Kontaktaufnahme für eine Vorstellung des Bauvorhabens.;https://www.immoscout24.ch/kaufen/4001110558;47.270843505859375;8.653909683227539
2;Fehraltorferstrasse 9, 8615 Wermatswil;6.5;195.0;2390000.0;"Landwohnen in Stadtnähe: Neubauwohnungen im Herzen des DorfesWermatswil ist ein Dorf mit Herz. Und mitten in seinem Herzen entsteht unter dem Namen ""Puurehuus"" ein Neubau mit neun Wohnungen für ein modernes Landleben am Rand der Stadt. Sein Äusseres mit Holzfassade und Lukarnen im Giebeldach ist von der historischen Architektur des benachbarten ehemaligen Landgasthofs inspiriert, der komplett saniert und zu Wohnraum umgenutzt wird.Die Wohnungen selbst heissen Sie mit 3.5 bis 6.5 Zimmern auf grosszügigen Wohnflächen von 86 bis 195 m² herzlich willkommen. Ob Single, Paar oder Familie; ob Gartenwohnung, Maisonette oder Dachwohnung mit riesiger Loggia: Das Puurehuus bietet für jeden den passenden Lebensraum. Jede Einheit punktet mit einem geschickt konzipierten Grundriss, geräumigen Zimmern, zwei Bädern und einem privaten Aussenbereich. Für den Ausbau sind Materialien und Geräte hoher Qualität vorgesehen, bei deren Auswahl Sie als Käufer mitbestimmen können.Ein Lift verbindet barrierefrei die Etagen des Neubaus mit der Einstellhalle, wo ausreichend Parkplätze eingeplant sind. Die beiden Gebäude des Puurehuus und ihr wie ein Dorfplatz gestalteter Gemeinschaftsgarten bereichern den Ortskern von Wermatswil. Hier herrscht Tempo 30, der Bus hält praktisch vor der Haustüre und die Wege zu Hofladen, Kindergarten und Schule, zu Feldern, Wiesen und Wäldern sind kurz.Entdecken Sie das Neubauprojekt mit Herz in Wermatswil ? wir stellen Ihnen die einzelnen Wohnungen gerne persönlich vor.";https://www.immoscout24.ch/kaufen/4001009664;47.363037109375;8.74410343170166
2;Lagerhausweg 5, 8424 Embrach;4.5;134.0;1256000.0;Wir realisieren an zentraler Lage in Embrach ein MFH mit total 11 Einheiten im Eigentum. Im ersten Stock entsteht eine moderne Zahnarztpraxis.Wir denken an die Energie mit: • Minergie Standard • Luft-Wasser-Wärmepumpe • Photovoltaik PP in Garage (pro PP Fr. 37?500) mit Flachband und Management System für E-Mobility ausgestattet.Wenn Sie bereits selbständig einen Augenschein vor Ort genommen haben und die Finanzierung geklärt ist, laden wir Sie gerne zu einem persönlichen Infotermin nach Winterthur ein.Haben wir Ihr Interesse geweckt? - Dann freuen wir uns auf Ihre Kontaktnahme!Mabag AGFür das beste Zuhause!;https://www.immoscout24.ch/kaufen/4001088188;47.50059127807617;8.597563743591309
2;Aentenschnabel, 8353 Elgg;2.5;59.0;495000.0;Wir realisieren in einer 1. Etappe 69 Eigentumswohnungen für Sie.Für weitere Infos werfen Sie bitte direkt einen Blick auf die Objektwebsite unter:www.aentenschnabel.chHaben wir Ihr Interesse geweckt? - Dann freuen wir uns auf Ihre Kontaktnahme!L+B AG, HGVFür das beste Zuhause!;https://www.immoscout24.ch/kaufen/4001088192;47.49894714355469;8.862951278686523
